number,title,character,line
4,Star Trek IV: The Voyage Home,SPOCK,Uhura is busy. I am monitoring. Mc
4,Star Trek IV: The Voyage Home,COY,"Umm. Well, I just wanted to say it sure is nice to have your katra back in your head, not mine. What I mean is I may have carried your soul, but I sure couldn't fill your shoes."
4,Star Trek IV: The Voyage Home,SPOCK,My shoes. Mc
4,Star Trek IV: The Voyage Home,COY,"Forget it! ...Perhaps we could cover a little philosophical ground? Life, Death, Life. Things of that nature?"
4,Star Trek IV: The Voyage Home,SPOCK,I did not have time on Vulcan to review the philosophical diskiplines. Mc
4,Star Trek IV: The Voyage Home,COY,"Come on Spock, it's me, McCoy! You really have gone where no man has gone before. Can't you tell me what it felt like?"
4,Star Trek IV: The Voyage Home,SPOCK,It would be impossible to diskuss the subject without a common frame of reference. Mc
4,Star Trek IV: The Voyage Home,COY,You're joking!
4,Star Trek IV: The Voyage Home,SPOCK,A joke is a story with a humorous climax. Mc
4,Star Trek IV: The Voyage Home,COY,You mean I have to die to diskuss your insights on death?
4,Star Trek IV: The Voyage Home,SPOCK,"Forgive me, Doctor, I am receiving a number of distress calls. Mc"
4,Star Trek IV: The Voyage Home,COY,I don't doubt it!
4,Star Trek IV: The Voyage Home,STARFLEET COMMUNICATIONS OFFICER,"Juneau, Alaska, clouds increasing to ninety-five percent!"
4,Star Trek IV: The Voyage Home,STARFLEET DISPLAY OFFICER,"Tokyo, total cloud coverage. All power is from reserve banks. Leningrad has lost all electrical power. Cloud cover one hundred percent. Temperatures decreasing rapidly."
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,What is the estimated cloud cover of the Planet exactly?
4,Star Trek IV: The Voyage Home,COMPUTER VOICE,Seventy-eight point six percent.
4,Star Trek IV: The Voyage Home,CARTWRIGHT,"Notify all stations. Starfleet Emergency, RED ALERT. Switch power immediately to planetary reserves. ...Mister President, even with planetary reserves we cannot survive without the sun."
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,"I am well aware of that, Admiral. Ambassador Sarek, I'm afraid you're trapped her with us. There seems to be no way we can answer this Probe."
4,Star Trek IV: The Voyage Home,SAREK,"It is difficult to answer when one does not understand the question. ...Mister President, perhaps you should transmit a planet distress signal, ...while we still have time."
4,Star Trek IV: The Voyage Home,UHURA,Admiral?
4,Star Trek IV: The Voyage Home,KIRK,What is it?
4,Star Trek IV: The Voyage Home,UHURA,"Overlapping distress calls, and now a message coming in from the Federation."
4,Star Trek IV: The Voyage Home,KIRK,On screen!
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,This is the President of the United Federation of Planets. Do not approach Earth!
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,The transmissions of an orbiting Probe are causing critical damage to this planet.
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,It has almost totally ionized our atmosphere.
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,All power sources have failed. All orbiting starships are powerless. The Probe is vaporizing our oceans.
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,We cannot survive unless a way can be found to respond to the Probe. Further communications may not be possible
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,"Save your energy, Save yourselves."
4,Star Trek IV: The Voyage Home,FEDERATION PRESIDENT,Avoid the Planet Earth at all costs. ...Farewell.
4,Star Trek IV: The Voyage Home,KIRK,"Uhura, let's hear the Probe's transmissions."
4,Star Trek IV: The Voyage Home,UHURA,Yes sir. ...On speakers.
4,Star Trek IV: The Voyage Home,KIRK,Spock? What do you make of that?
4,Star Trek IV: The Voyage Home,SPOCK,Most unusual. An unknown form of energy of great power and intelligence. Evidently unaware that its transmissions are disruptive. I find it illogical that its intentions could be hostile. Mc
4,Star Trek IV: The Voyage Home,COY,"Well, dammit? You think this is its way of saying 'Hi there' to the people of the Earth?"
4,Star Trek IV: The Voyage Home,SPOCK,"There are other forms on intelligence on Earth, Doctor. Only human arrogance would assume the message must be meant for man."
4,Star Trek IV: The Voyage Home,KIRK,You're suggesting the transmission is meant for lifeform other than man?
4,Star Trek IV: The Voyage Home,SPOCK,"It is a possibility, Admiral. The President did say that it was directed at Earth's oceans"
4,Star Trek IV: The Voyage Home,KIRK,"Uhura, ...can you modify the Probe's signals accounting for density and temperature and salinity factors?"
4,Star Trek IV: The Voyage Home,UHURA,"I'll try, sir. ...I think I have it."
4,Star Trek IV: The Voyage Home,KIRK,And this is what it would sound like underwater?
4,Star Trek IV: The Voyage Home,UHURA,Yes sir.
4,Star Trek IV: The Voyage Home,SPOCK,"Fascinating. If my suspicion is correct, there can be no response to this message."
4,Star Trek IV: The Voyage Home,KIRK,Where are you going?
4,Star Trek IV: The Voyage Home,SPOCK,To test my theory.
4,Star Trek IV: The Voyage Home,KIRK,"Bones, you stay here. Mc"
4,Star Trek IV: The Voyage Home,COY,"No way, ...somebody's gotta keep an eye on him!"
4,Star Trek IV: The Voyage Home,KIRK,Spock?
4,Star Trek IV: The Voyage Home,SPOCK,"As suspected, the Probe's transmissions are the songs sung by whales."
4,Star Trek IV: The Voyage Home,KIRK,Whales?
4,Star Trek IV: The Voyage Home,SPOCK,"Specifically, humpback whales. Mc"
4,Star Trek IV: The Voyage Home,COY,That's crazy! Who would send a Probe hundreds of light years to talk to a whale?
4,Star Trek IV: The Voyage Home,KIRK,It's possible. Whales have been on Earth far earlier than man.
4,Star Trek IV: The Voyage Home,SPOCK,Ten million years earlier. And humpbacks were heavily hunted by man. They've been extinct since the twenty-first century. It is possible that an alien intelligence sent the Probe to determine why they lost contact. Mc
4,Star Trek IV: The Voyage Home,COY,My God!
4,Star Trek IV: The Voyage Home,KIRK,"Spock, could the humpback's answer to this call be simulated?"
4,Star Trek IV: The Voyage Home,SPOCK,"The sounds, but not the language. We would be responding in gibberish."
4,Star Trek IV: The Voyage Home,KIRK,Does the species exist on any other planet?
4,Star Trek IV: The Voyage Home,SPOCK,Negative. Humpbacks were indigenous to Earth. Earth of the past.
4,Star Trek IV: The Voyage Home,KIRK,Then we have no choice. We must destroy the Probe before it destroys Earth.
4,Star Trek IV: The Voyage Home,SPOCK,"To attempt to do so would be futile, Admiral. The Probe could render us neutral easily."
4,Star Trek IV: The Voyage Home,KIRK,But we can't turn away! ...There must be an alternative?
4,Star Trek IV: The Voyage Home,SPOCK,"There is one possibility, but I cannot guarantee its success. We could attempt to find some humpback whales. Mc"
4,Star Trek IV: The Voyage Home,COY,"You just said there aren't any, except on Earth of the past."
