number,title,character,line
2,Star Trek II: The Wrath of Khan,CAROL,"I don't think there's another piece of information we could squeeze into the memory banks. Next time, we'll design a bigger one."
2,Star Trek II: The Wrath of Khan,DAVID,Who'd wanna build it?
2,Star Trek II: The Wrath of Khan,JEDDA,"Doctor Marcus, Comm-pic coming in on hyperchannel. ...It's the Starship Reliant."
2,Star Trek II: The Wrath of Khan,CAROL,"On the screen, please, Jedda."
2,Star Trek II: The Wrath of Khan,CHEKOV,"Come in, please. This is Reliant calling Regula I. Repeat. This is U.S.S. Reliant."
2,Star Trek II: The Wrath of Khan,CAROL,"Commander, we are receiving. This is Regula I. Go ahead."
2,Star Trek II: The Wrath of Khan,CHEKOV,"Ah! Doctor Marcus, ...good. We're en route to you and should be there in three days."
2,Star Trek II: The Wrath of Khan,CAROL,En route? Why? We weren't expecting you for another three months. Has something happened?
2,Star Trek II: The Wrath of Khan,CHEKOV,Nothing has happened. Ceti Alpha Six has checked out.
2,Star Trek II: The Wrath of Khan,CAROL,Then I ...I don't understand why you're coming...
2,Star Trek II: The Wrath of Khan,CHEKOV,"We have received new orders. Upon our arrival at Regula I, all materials of Project Genesis will be transferred to this ship for immediate testing at Ceti Alpha Six."
2,Star Trek II: The Wrath of Khan,DAVID,"Who the hell, do they think they are?"
2,Star Trek II: The Wrath of Khan,CAROL,"Will you please be quiet! Commander Chekov, this is completely irregular."
2,Star Trek II: The Wrath of Khan,CHEKOV,I have my orders.
2,Star Trek II: The Wrath of Khan,DAVID,"Pin him down, Mother. Who gave the order?"
2,Star Trek II: The Wrath of Khan,CHEKOV,The order comes from Admiral James T. Kirk.
2,Star Trek II: The Wrath of Khan,DAVID,I knew it! I knew it! All along the military has wanted to get their han...
2,Star Trek II: The Wrath of Khan,CAROL,"This is completely improper, Commander Chekov. I have no intention of allowing Reliant or any other unauthorized personnel access to our work or materials."
2,Star Trek II: The Wrath of Khan,CHEKOV,"I'm sorry that you feel that way, Doctor. Admiral Kirk's orders are confirmed."
2,Star Trek II: The Wrath of Khan,CHEKOV,Please prepare to deliver Genesis to us upon our arrival. Reliant out.
2,Star Trek II: The Wrath of Khan,KHAN,"Well done, Commander."
2,Star Trek II: The Wrath of Khan,CHEKOV,"You realize, sir, they will attempt to contact Admiral Kirk and confirm the order."
2,Star Trek II: The Wrath of Khan,SAAVIK,"Hold please! ...Thank you, sir."
2,Star Trek II: The Wrath of Khan,KIRK,"Lieutenant, are you wearing your hair differently?"
2,Star Trek II: The Wrath of Khan,SAAVIK,"It is still regulation, Admiral. ...May I speak, sir?"
2,Star Trek II: The Wrath of Khan,KIRK,Self-expression doesn't seem to be one of your problems. ...You're bothered by your performance on the Kobayashi Maru.
2,Star Trek II: The Wrath of Khan,SAAVIK,I failed to resolve the situation.
2,Star Trek II: The Wrath of Khan,KIRK,There is no correct resolution. It's a test of character.
